date,vessel_id,vessel_name,vessel_type,capacity_ton,status,current_load_ton,port_location,eta_port,berthing_time_hours,demurrage_cost_usd,fuel_consumption_ton,distance_nm,utilization_pct,month,day_of_week,utilization_category,vessel_efficiency,loading_rate_tph,fuel_efficiency_nm_per_ton,port_congestion,status_priority,vessel_id_encoded,vessel_name_encoded,vessel_type_encoded,status_encoded,port_location_encoded,eta_port_encoded,utilization_category_encoded
2025-11-09,VSL-015,MV Coal Carrier 15,Capesize,1.9570484729187763,Available,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,-0.6694096585846625,-0.484496242427788,-0.714883548457204,11,6,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,14,6,1,1,2,16,4
2025-11-10,VSL-015,MV Coal Carrier 15,Capesize,1.9570484729187763,At Port,-0.6442104063412449,Balikpapan,2025-06-03,44.9,2.917156131636167,-1.5602975073686411,-0.484496242427788,-0.714883548457204,11,0,,-1.6858314197079511,-0.6442104063412449,-0.4406700098967054,4.325277932928738,-1.250035794565866,14,6,1,0,0,16,4
2025-11-11,VSL-015,MV Coal Carrier 15,Capesize,1.9570484729187763,Scheduled,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,-0.26446063641012674,-0.484496242427788,-0.714883548457204,11,1,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,14,6,1,5,3,16,4
2025-05-16,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-1.0859286528213279,-0.484496242427788,-0.714883548457204,5,4,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,0,16,4
2025-05-17,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.8633166768947566,Balikpapan,2025-05-23,0.0,-0.3529948633464609,-1.051218736634939,2.9908503855201554,1.4792007361968191,5,5,Medium,1.372316942019434,0.8633166768947566,3.8458182708739437,-0.23119901553306169,-0.5769012422467917,15,7,4,2,0,5,3
2025-05-18,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-0.9355190160136432,-0.484496242427788,-0.714883548457204,5,6,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,0,16,4
2025-05-19,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,1.3287034964003013,Banjarmasin,2025-05-27,0.0,-0.3529948633464609,-0.5884198541497554,-0.3242365165013347,2.155762749044025,5,0,Full,1.9398791755398586,1.3287034964003013,-0.2815744745552709,-0.23119901553306169,-0.5769012422467917,15,7,4,2,1,9,0
2025-05-20,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-0.8776691557029952,-0.484496242427788,-0.714883548457204,5,1,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,0,16,4
2025-05-21,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.2655399412687392,Banjarmasin,2025-05-30,0.0,-0.3529948633464609,-1.253693247722207,3.182398915079869,0.60978693464083,5,2,Low,0.6429729503459907,0.2655399412687392,4.618670739084617,-0.23119901553306169,-0.5769012422467917,15,7,4,2,1,12,2
2025-05-22,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,At Port,-0.6442104063412449,Banjarmasin,2025-06-03,12.3,0.0641633463130505,-0.050416153260729554,-0.484496242427788,-0.714883548457204,5,3,,-0.6235992793745511,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,15,7,4,0,1,16,4
2025-05-23,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.14478135330022926,Tarakan,2025-05-31,0.0,-0.3529948633464609,-0.11405099960244199,2.4261256370174156,0.43274266959670127,5,4,Low,0.49445199204158036,0.14478135330022926,1.9672282908661163,-0.23119901553306169,-0.5769012422467917,15,7,4,2,4,13,2
2025-05-24,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,-0.067022458478472,Banjarmasin,2025-06-01,0.0,-0.3529948633464609,-1.398317898498827,3.308317271164939,0.12607671050240712,5,5,Low,0.23719247497858395,-0.067022458478472,5.276948550336822,-0.23119901553306169,-0.5769012422467917,15,7,4,2,1,14,2
2025-05-25,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,At Port,-0.6442104063412449,Samarinda,2025-06-03,46.5,3.0741378495112324,-1.7396320743316498,-0.484496242427788,-0.714883548457204,5,6,,-1.744279175702805,-0.6442104063412449,-0.4406700098967054,4.325277932928738,-1.250035794565866,15,7,4,0,3,16,4
2025-05-26,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Loading,-0.6295041293674989,Tarakan,2025-06-03,0.0,-0.3529948633464609,-0.4727201335284595,-0.484496242427788,-0.692753015326688,5,0,Low,-0.4497169571793136,-0.6295041293674989,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,15,7,4,3,4,16,2
2025-05-27,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.6433575660669779,Muara Jawa,2025-05-28,0.0,-0.3529948633464609,0.18098328798186228,2.621489874337282,1.159888758170801,5,1,Medium,1.104448785077551,0.6433575660669779,1.8875130982700201,-0.23119901553306169,-0.5769012422467917,15,7,4,2,2,10,3
2025-05-28,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,-0.09332664024742228,Banjarmasin,2025-06-01,0.0,-0.3529948633464609,1.0776561227969057,3.0190866229452924,0.08813865370723661,5,2,Low,0.20536655534192433,-0.09332664024742228,1.6023584873644185,-0.23119901553306169,-0.5769012422467917,15,7,4,2,1,14,2
2025-05-29,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,0.7132020028398237,-0.484496242427788,-0.714883548457204,5,3,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,3,16,4
2025-05-30,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Loading,0.5443241599915019,Samarinda,2025-06-03,0.0,-0.3529948633464609,1.3553354522880157,-0.484496242427788,1.0144595404559813,5,4,Medium,0.9824494264703567,0.5443241599915019,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,15,7,4,3,3,16,3
2025-05-31,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,1.638799767810191,-0.484496242427788,-0.714883548457204,5,5,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,2,16,4
2025-06-01,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,At Port,-0.6442104063412449,Muara Jawa,2025-06-03,29.9,0.2185747146534721,0.49915751969042604,-0.484496242427788,-0.714883548457204,6,6,,-0.6810900375453534,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,15,7,4,0,2,16,4
2025-06-02,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,1.2377585426603854,Banjarmasin,2025-06-05,0.0,-0.3529948633464609,0.007433707049918407,0.1954628804315923,2.0229795502609282,6,0,High,1.8284884568115511,1.2377585426603854,0.09881936182500099,-0.23119901553306169,-0.5769012422467917,15,7,4,2,1,18,1
2025-06-03,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.005773612541570816,Balikpapan,2025-06-09,0.0,-0.3529948633464609,-0.7793243931748935,3.1015059105646112,0.23040636668912573,6,1,Low,0.324713753979397,0.005773612541570816,3.4308958285958324,-0.23119901553306169,-0.5769012422467917,15,7,4,2,0,22,2
2025-06-04,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Loading,0.15099809765731279,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,-0.3743753710003578,-0.484496242427788,0.442227183795494,6,2,Low,0.5024084719507452,0.15099809765731279,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,15,7,4,3,1,16,2
2025-06-05,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Tarakan,2025-06-03,0.0,-0.3529948633464609,0.3024679946342231,-0.484496242427788,-0.714883548457204,6,3,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,4,16,4
2025-06-06,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,1.2140613827185993,Balikpapan,2025-06-13,0.0,-0.3529948633464609,0.9793113602688039,0.5197980400446525,1.9882029981986888,6,4,High,1.7993146971446135,1.2140613827185993,0.15957883318297014,-0.23119901553306169,-0.5769012422467917,15,7,4,2,0,26,1
2025-06-07,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Loading,1.4870967840788976,Tarakan,2025-06-03,0.0,-0.3529948633464609,1.1181510250143594,-0.484496242427788,2.386552594547978,6,5,Full,2.133486853329536,1.4870967840788976,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,15,7,4,3,4,16,0
2025-06-08,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Maintenance,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,-1.2016283734426239,-0.484496242427788,-0.714883548457204,6,6,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.9231703468849402,15,7,4,4,1,16,4
2025-06-09,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,1.2169692147565898,Samarinda,2025-06-16,0.0,-0.3529948633464609,-0.18925581800628458,2.5619648332788856,1.9945260076645508,6,0,High,1.8046190170840568,1.2169692147565898,2.148005252097853,-0.23119901553306169,-0.5769012422467917,15,7,4,2,3,29,1
2025-06-10,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,-0.6231297703361443,-0.484496242427788,-0.714883548457204,6,1,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,2,16,4
2025-06-11,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,-0.43801021734207063,-0.484496242427788,-0.714883548457204,6,2,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,1,16,4
2025-06-12,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Loading,1.0711431092191948,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,1.725574558276163,-0.484496242427788,1.7827051905581826,6,3,High,1.626924299112709,1.0711431092191948,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,15,7,4,3,2,16,1
2025-06-13,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Maintenance,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,1.4074003265675992,-0.484496242427788,-0.714883548457204,6,4,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.9231703468849402,15,7,4,4,2,16,4
2025-06-14,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Loading,1.132007041876448,Samarinda,2025-06-03,0.0,-0.3529948633464609,-0.009921251043275816,-0.484496242427788,1.8712273230802468,6,5,High,1.7011847782649139,1.132007041876448,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,15,7,4,3,3,16,1
2025-06-15,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.3110959765305934,Muara Jawa,2025-06-21,0.0,-0.3529948633464609,0.418167715255519,0.5724548071347728,0.6761785340323783,6,6,Low,0.6986683097101447,0.3110959765305934,0.29597708520793886,-0.23119901553306169,-0.5769012422467917,15,7,4,2,2,34,2
2025-06-16,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,At Port,-0.6442104063412449,Samarinda,2025-06-03,21.2,0.6667675149905282,0.6032872682495927,-0.484496242427788,-0.714883548457204,6,0,,-0.847962102568866,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,15,7,4,0,3,16,4
2025-06-17,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,1.3587845174829636,Banjarmasin,2025-06-24,0.0,-0.3529948633464609,-0.7619694350816993,0.6357955559533234,2.2000238153050575,6,1,Full,1.9770094151159614,1.3587845174829636,0.7592851381146051,-0.23119901553306169,-0.5769012422467917,15,7,4,2,1,37,0
2025-06-18,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Loading,-0.11127498282674413,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,-0.8082493233302175,-0.484496242427788,0.05968511111085884,6,2,Low,0.1814971156144302,-0.11127498282674413,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,15,7,4,3,1,16,2
2025-06-19,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-1.1611334712251702,-0.484496242427788,-0.714883548457204,6,3,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,0,16,4
2025-06-20,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,-0.06545156071082185,Muara Jawa,2025-06-29,0.0,-0.3529948633464609,-1.6875672000520667,1.2821764505233515,0.12607671050240712,6,4,Low,0.23719247497858395,-0.06545156071082185,2.8278478985301896,-0.23119901553306169,-0.5769012422467917,15,7,4,2,2,42,2
2025-06-21,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-1.3867479264366973,-0.484496242427788,-0.714883548457204,6,5,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,0,16,4
2025-06-22,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,0.418167715255519,-0.484496242427788,-0.714883548457204,6,6,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,1,16,4
2025-06-23,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-1.2884031639085958,-0.484496242427788,-0.714883548457204,6,0,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,0,16,4
2025-06-24,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,1.4131853125986638,-0.484496242427788,-0.714883548457204,6,1,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,3,16,4
2025-06-25,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Loading,1.0933362181068478,Samarinda,2025-06-03,0.0,-0.3529948633464609,1.580949907499543,-0.484496242427788,1.8143202378874912,6,2,High,1.653445898809925,1.0933362181068478,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,15,7,4,3,3,16,1
2025-06-26,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Balikpapan,2025-06-03,0.0,-0.3529948633464609,0.6669221145913055,-0.484496242427788,-0.714883548457204,6,3,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,0,16,4
2025-06-27,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,-1.4619527448405396,-0.484496242427788,-0.714883548457204,6,4,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,3,16,4
2025-06-28,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,-0.5118873369342892,Banjarmasin,2025-07-06,0.0,-0.3529948633464609,1.505745089095701,3.139662988166148,-0.522031759748421,6,5,Low,-0.30650031881434675,-0.5118873369342892,1.4700956322693053,-0.23119901553306169,-0.5769012422467917,15,7,4,2,1,49,2
2025-06-29,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.3574541723546519,Banjarmasin,2025-07-02,0.0,-0.3529948633464609,-1.7164921302073906,2.436046477193815,0.7425701334239266,6,6,Low,0.7543636690742982,0.3574541723546519,5.0882786421118125,-0.23119901553306169,-0.5769012422467917,15,7,4,2,1,45,2
2025-06-30,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,-1.166918457256235,-0.484496242427788,-0.714883548457204,6,0,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,3,16,4
2025-07-01,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,1.2610546223210695,Samarinda,2025-07-02,0.0,-0.3529948633464609,-0.999153862355356,0.8067392636082069,2.0577561023231685,7,1,High,1.8576622164784893,1.2610546223210695,1.109656648019574,-0.23119901553306169,-0.5769012422467917,15,7,4,2,3,45,1
2025-07-02,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.39478806185391163,Tarakan,2025-07-11,0.0,-0.3529948633464609,-0.24710567831693253,2.50396607532455,0.7963157138837512,7,2,Low,0.7994503885595654,0.39478806185391163,2.1528666712160325,-0.23119901553306169,-0.5769012422467917,15,7,4,2,4,54,2
2025-07-03,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,At Port,-0.6442104063412449,Muara Jawa,2025-06-03,37.7,1.4191183435937045,-0.8660991836408655,-0.484496242427788,-0.714883548457204,7,3,,-1.1280789101051487,-0.6442104063412449,-0.4406700098967054,4.325277932928738,-1.250035794565866,15,7,4,0,2,16,4
2025-07-04,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-0.6115597982740145,-0.484496242427788,-0.714883548457204,7,4,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,0,16,4
2025-07-05,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.011622699974310712,Balikpapan,2025-07-06,0.0,-0.3529948633464609,-0.6289147563672092,1.1608369437504655,0.23989088088791835,7,5,Low,0.3326702338885619,0.011622699974310712,1.221082198781239,-0.23119901553306169,-0.5769012422467917,15,7,4,2,0,49,2
2025-07-06,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.0026986637197875564,Muara Jawa,2025-07-14,0.0,-0.3529948633464609,0.33139292478954707,-0.38834040687191607,0.22724486195619492,7,6,Low,0.3220615940096753,0.0026986637197875564,-0.3718870543712346,-0.23119901553306169,-0.5769012422467917,15,7,4,2,2,57,2
2025-07-07,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,At Port,-0.6442104063412449,Samarinda,2025-06-03,16.6,3.3956219376034658,1.2569906897599148,-0.484496242427788,-0.714883548457204,7,0,,-1.8639747924369603,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,15,7,4,0,3,16,4
2025-07-08,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.16309735280389476,Muara Jawa,2025-07-13,0.0,-0.3529948633464609,-1.5950074235550298,1.5904856375437664,0.46119621219307927,7,1,Low,0.5183214317690749,0.16309735280389476,3.137984385649657,-0.23119901553306169,-0.5769012422467917,15,7,4,2,2,56,2
2025-07-09,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,-1.5602975073686411,-0.484496242427788,-0.714883548457204,7,2,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,1,16,4
2025-07-10,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,1.4583526972665757,Muara Jawa,2025-07-11,0.0,-0.3529948633464609,-1.733847088300585,2.0468442856581426,2.345453033019877,7,3,Full,2.0990087737231558,1.4583526972665757,4.419284060145762,-0.23119901553306169,-0.5769012422467917,15,7,4,2,2,54,0
2025-07-11,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.2596908538359993,Tarakan,2025-07-17,0.0,-0.3529948633464609,1.1181510250143594,0.7510299303099636,0.6003024204420375,7,4,Low,0.6350164704368261,0.2596908538359993,0.2726432316047522,-0.23119901553306169,-0.5769012422467917,15,7,4,2,4,60,2
2025-07-12,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Tarakan,2025-06-03,0.0,-0.3529948633464609,-0.6636246725535976,-0.484496242427788,-0.714883548457204,7,5,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,4,16,4
2025-07-13,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Loading,-0.1907891485552482,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,1.2569906897599148,-0.484496242427788,-0.05412905927465249,7,6,Low,0.08601935670445197,-0.1907891485552482,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,15,7,4,3,2,16,2
2025-07-14,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Loading,1.0492842338991266,Tarakan,2025-06-03,0.0,-0.3529948633464609,-0.11983598563350686,-0.484496242427788,1.7510901432288737,7,0,High,1.6004026994154925,1.0492842338991266,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,15,7,4,3,4,16,1
2025-07-15,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,0.8578266536164436,-0.484496242427788,-0.714883548457204,7,1,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,3,16,4
2025-07-16,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.7941303284046333,Banjarmasin,2025-07-17,0.0,-0.3529948633464609,-0.6694096585846625,1.6805363406833924,1.3780325847430313,7,2,Medium,1.2874478229883424,0.7941303284046333,1.7846204403569785,-0.23119901553306169,-0.5769012422467917,15,7,4,2,1,60,3
2025-07-17,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Samarinda,2025-06-03,0.0,-0.3529948633464609,-1.0859286528213279,-0.484496242427788,-0.714883548457204,7,3,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,3,16,4
2025-07-18,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,At Port,-0.6442104063412449,Muara Jawa,2025-06-03,47.9,2.0828397123171443,1.2049258154803313,-0.484496242427788,-0.714883548457204,7,4,,-1.375197014893579,-0.6442104063412449,-0.4406700098967054,4.325277932928738,-1.250035794565866,15,7,4,0,2,16,4
2025-07-19,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.7204986734656276,Banjarmasin,2025-07-25,0.0,-0.3529948633464609,-1.080143666790263,1.5233291809650622,1.2705414238233816,7,5,Medium,1.197274384017808,0.7204986734656276,2.0738786337393207,-0.23119901553306169,-0.5769012422467917,15,7,4,2,1,68,3
2025-07-20,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,At Port,-0.6442104063412449,Samarinda,2025-06-03,47.2,2.1064488487834976,-1.30575812200179,-0.484496242427788,-0.714883548457204,7,6,,-1.383987217129312,-0.6442104063412449,-0.4406700098967054,4.325277932928738,-1.250035794565866,15,7,4,0,3,16,4
2025-07-21,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Balikpapan,2025-06-03,0.0,-0.3529948633464609,-0.43222523131100576,-0.484496242427788,-0.714883548457204,7,0,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,0,16,4
2025-07-22,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,At Port,-0.6442104063412449,Banjarmasin,2025-06-03,31.9,1.698334461560694,-0.09091105547818287,-0.484496242427788,-0.714883548457204,7,1,,-1.2320372292882333,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,-1.250035794565866,15,7,4,0,1,16,4
2025-07-23,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Muara Jawa,2025-06-03,0.0,-0.3529948633464609,1.361120438319081,-0.484496242427788,-0.714883548457204,7,2,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,2,16,4
2025-07-24,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Scheduled,-0.6442104063412449,Tarakan,2025-06-03,0.0,-0.3529948633464609,0.4297376873176488,-0.484496242427788,-0.714883548457204,7,3,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,0.7693678623913567,15,7,4,5,4,16,4
2025-07-25,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.5170507008765547,Balikpapan,2025-07-31,0.0,-0.3529948633464609,-1.6817822140210017,0.1450955379975641,0.9765214836608108,7,4,Medium,0.9506235068336973,0.5170507008765547,0.7188659700481385,-0.23119901553306169,-0.5769012422467917,15,7,4,2,0,74,3
2025-07-26,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,In Transit,0.8527214728023077,Tarakan,2025-07-28,0.0,-0.3529948633464609,-1.5487275353065115,1.7950075734880018,1.463393212532165,7,5,Medium,1.359056142170826,0.8527214728023077,3.361818851668372,-0.23119901553306169,-0.5769012422467917,15,7,4,2,4,71,3
2025-07-27,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Available,-0.6442104063412449,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,1.5462399913131546,-0.484496242427788,-0.714883548457204,7,6,,-0.46828207696736496,-0.6442104063412449,-0.4406700098967054,-0.23119901553306169,1.4425024147104308,15,7,4,1,1,16,4
2025-07-28,VSL-016,MV Coal Carrier 16,Supramax,-0.6087477255094396,Loading,0.880462858911874,Banjarmasin,2025-06-03,0.0,-0.3529948633464609,-0.2991705525965156,-0.484496242427788,1.504492774060266,7,0,Medium,1.393534221777207,0.880462858911874,-0.4406700098967054,-0.23119901553306169,0.09623331007228246,15,7,4,3,1,16,3
