date,equipment_id,equipment_type,model,year,status,operating_hours,daily_hours_worked,fuel_consumption_lh,productivity_score,location,maintenance_cost_usd,downtime_hours,operator_id,equipment_age,utilization_rate,fuel_efficiency,maintenance_due_soon,health_score,hours_category,downtime_ratio,cumulative_hours,days_since_maintenance,equipment_id_encoded,equipment_type_encoded,model_encoded,status_encoded,location_encoded,operator_id_encoded,hours_category_encoded,failure
2025-08-15,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12083,12,53.3,84.7,Stockpile,0,0,OP-095,4,50.0,1.559852670349908,0,87.88,Medium,0.0,12,0,32,5,14,2,4,94,2,0
2025-08-16,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12098,12,84.8,87.8,Pit A,0,0,OP-096,4,50.0,1.0233100233100234,0,89.12,Medium,0.0,24,1,32,5,14,2,0,95,2,0
2025-08-17,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12119,4,235.5,71.4,Pit C,0,0,OP-020,4,16.666666666666664,0.30190274841437637,0,82.56,Medium,0.0,28,2,32,5,14,2,2,19,2,0
2025-08-18,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12131,4,152.1,72.7,ROM,0,0,OP-081,4,16.666666666666664,0.47485303723056826,0,83.08,Medium,0.0,32,3,32,5,14,2,3,80,2,0
2025-08-19,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12143,15,113.1,77.9,ROM,0,0,OP-078,4,62.5,0.6827344434706398,0,85.16,Medium,0.0,47,4,32,5,14,2,3,77,2,0
2025-08-20,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12198,16,123.6,83.9,Workshop,0,0,OP-058,4,66.66666666666666,0.673354735152488,0,87.56,Medium,0.0,63,5,32,5,14,2,5,57,2,0
2025-08-21,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12179,3,249.6,95.8,Pit A,0,0,OP-040,4,12.5,0.3822825219473264,0,92.32,Medium,0.0,66,6,32,5,14,2,0,39,2,0
2025-08-22,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12167,4,161.1,81.6,Pit B,0,0,OP-027,4,16.666666666666664,0.5033929673041332,0,86.64,Medium,0.0,70,7,32,5,14,2,1,26,2,0
2025-08-23,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12171,19,257.7,66.9,Stockpile,0,0,OP-029,4,79.16666666666666,0.2586006957866255,0,80.76,Medium,0.0,89,8,32,5,14,2,4,28,2,0
2025-08-24,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12209,14,132.5,89.1,ROM,0,0,OP-046,4,58.333333333333336,0.6674157303370786,0,89.64,Medium,0.0,103,9,32,5,14,2,3,45,2,0
2025-08-25,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12203,13,93.0,89.5,Pit A,0,0,OP-019,4,54.166666666666664,0.9521276595744681,0,89.80000000000001,Medium,0.0,116,10,32,5,14,2,0,18,2,0
2025-08-26,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12259,2,182.1,97.2,Pit A,0,0,OP-065,4,8.333333333333332,0.5308574549426543,0,92.88,Medium,0.0,118,11,32,5,14,2,0,64,2,0
2025-08-27,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12335,0,92.8,85.8,Workshop,0,0,OP-001,4,0.0,0.9147121535181236,0,88.32,Medium,0.0,118,12,32,5,14,2,5,0,2,0
2025-08-28,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12291,0,193.2,0.0,Pit A,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,13,32,5,14,3,0,15,2,0
2025-08-29,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12251,0,261.9,0.0,ROM,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,14,32,5,14,3,3,15,2,0
2025-08-30,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12278,0,296.8,0.0,Workshop,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,15,32,5,14,3,5,15,2,0
2025-08-31,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12403,0,121.8,0.0,Pit A,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,16,32,5,14,3,0,15,2,0
2025-09-01,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12423,0,243.7,0.0,Pit C,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,17,32,5,14,3,2,15,2,0
2025-09-02,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12335,0,179.1,0.0,Stockpile,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,18,32,5,14,3,4,15,2,0
2025-09-03,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12292,0,166.9,0.0,ROM,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,19,32,5,14,3,3,15,2,0
2025-09-04,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12343,0,268.1,0.0,ROM,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,20,32,5,14,3,3,15,2,0
2025-09-05,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12440,0,117.5,0.0,Pit C,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,21,32,5,14,3,2,15,2,0
2025-09-06,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12523,0,122.9,0.0,Pit B,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,22,32,5,14,3,1,15,2,0
2025-09-07,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12589,0,269.5,0.0,ROM,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,23,32,5,14,3,3,15,2,0
2025-09-08,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12275,0,254.1,0.0,Pit A,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,24,32,5,14,3,0,15,2,0
2025-09-09,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12358,0,132.8,0.0,Pit A,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,25,32,5,14,3,0,15,2,0
2025-09-10,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12525,0,167.4,0.0,Pit C,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,26,32,5,14,3,2,15,2,0
2025-09-11,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12596,0,84.2,0.0,Stockpile,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,27,32,5,14,3,4,15,2,0
2025-09-12,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12503,0,181.9,0.0,Workshop,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,28,32,5,14,3,5,15,2,0
2025-09-13,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12721,0,151.5,0.0,Pit B,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,29,32,5,14,3,1,15,2,0
2025-09-14,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12653,0,243.4,0.0,ROM,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,30,32,5,14,3,3,15,2,0
2025-09-15,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12641,0,230.2,0.0,Workshop,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,31,32,5,14,3,5,15,2,0
2025-09-16,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12467,0,181.3,0.0,ROM,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,32,32,5,14,3,3,15,2,0
2025-09-17,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,12380,0,253.4,0.0,Stockpile,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,33,32,5,14,0,4,15,2,1
2025-09-18,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,12525,0,101.3,0.0,ROM,0,13,OP-016,4,0.0,0.0,1,37.75,Medium,0.5416666666666666,118,34,32,5,14,0,3,15,2,1
2025-09-19,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,12748,0,235.2,0.0,Pit C,0,15,OP-016,4,0.0,0.0,1,35.25,Medium,0.625,118,35,32,5,14,0,2,15,2,1
2025-09-20,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12479,0,266.4,0.0,Pit C,1806,9,OP-016,4,0.0,0.0,1,42.75,Medium,0.375,118,36,32,5,14,1,2,15,2,1
2025-09-21,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12453,0,79.2,0.0,Pit B,9198,16,OP-016,4,0.0,0.0,1,34.0,Medium,0.6666666666666666,118,37,32,5,14,1,1,15,2,1
2025-09-22,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12691,0,213.3,0.0,Workshop,5972,19,OP-016,4,0.0,0.0,1,30.25,Medium,0.7916666666666666,118,38,32,5,14,1,5,15,2,1
2025-09-23,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12941,0,86.3,0.0,Pit A,5507,14,OP-016,4,0.0,0.0,1,36.5,Medium,0.5833333333333334,118,39,32,5,14,1,0,15,2,1
2025-09-24,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12763,0,145.2,0.0,Pit A,2023,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,40,32,5,14,1,0,15,2,1
2025-09-25,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,13026,0,289.8,0.0,ROM,195,14,OP-016,4,0.0,0.0,1,36.5,Medium,0.5833333333333334,118,41,32,5,14,1,3,15,2,1
2025-09-26,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12587,0,190.8,0.0,Workshop,8916,23,OP-016,4,0.0,0.0,1,25.25,Medium,0.9583333333333334,118,42,32,5,14,1,5,15,2,1
2025-09-27,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,12857,0,234.8,0.0,Workshop,0,4,OP-016,4,0.0,0.0,0,49.0,Medium,0.16666666666666666,118,43,32,5,14,0,5,15,2,1
2025-09-28,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,13007,0,240.4,0.0,ROM,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,44,32,5,14,0,3,15,2,1
2025-09-29,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12623,0,53.7,0.0,Pit C,981,11,OP-016,4,0.0,0.0,1,40.25,Medium,0.4583333333333333,118,45,32,5,14,1,2,15,2,1
2025-09-30,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,13049,0,94.0,0.0,Workshop,0,6,OP-016,4,0.0,0.0,1,46.5,Medium,0.25,118,46,32,5,14,0,5,15,2,1
2025-10-01,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,12929,0,271.9,0.0,ROM,0,6,OP-016,4,0.0,0.0,1,46.5,Medium,0.25,118,47,32,5,14,0,3,15,2,1
2025-10-02,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,12899,0,271.3,0.0,ROM,0,23,OP-016,4,0.0,0.0,1,25.25,Medium,0.9583333333333334,118,48,32,5,14,0,3,15,2,1
2025-10-03,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,12769,0,76.2,0.0,Pit B,0,6,OP-016,4,0.0,0.0,1,46.5,Medium,0.25,118,49,32,5,14,0,1,15,2,1
2025-10-04,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,12633,0,105.8,0.0,ROM,0,19,OP-016,4,0.0,0.0,1,30.25,Medium,0.7916666666666666,118,50,32,5,14,0,3,15,2,1
2025-10-05,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,12542,0,148.4,0.0,Pit A,0,14,OP-016,4,0.0,0.0,1,36.5,Medium,0.5833333333333334,118,51,32,5,14,0,0,15,2,1
2025-10-06,EQ-033,Wheel Loader,LiuGong CLG888,2021,Breakdown,13175,0,208.5,0.0,Pit B,0,21,OP-016,4,0.0,0.0,1,27.75,Medium,0.875,118,52,32,5,14,0,1,15,2,1
2025-10-07,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12825,0,210.2,0.0,Pit C,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,53,32,5,14,3,2,15,2,0
2025-10-08,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,13217,0,117.9,0.0,Pit B,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,54,32,5,14,3,1,15,2,0
2025-10-09,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,13018,0,297.1,0.0,Workshop,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,55,32,5,14,3,5,15,2,0
2025-10-10,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12531,0,286.2,0.0,Pit A,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,56,32,5,14,3,0,15,2,0
2025-10-11,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,13337,0,176.9,0.0,ROM,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,57,32,5,14,3,3,15,2,0
2025-10-12,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12837,0,176.1,0.0,Pit C,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,58,32,5,14,3,2,15,2,0
2025-10-13,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,13204,0,85.3,0.0,Pit C,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,59,32,5,14,3,2,15,2,0
2025-10-14,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12923,0,85.3,0.0,Pit A,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,60,32,5,14,3,0,15,2,0
2025-10-15,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12632,0,109.8,0.0,Pit B,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,118,61,32,5,14,3,1,15,2,0
2025-10-16,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12641,0,180.3,0.0,Stockpile,2031,4,OP-016,4,0.0,0.0,0,49.0,Medium,0.16666666666666666,118,62,32,5,14,1,4,15,2,1
2025-10-17,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12776,0,143.8,0.0,Pit B,1750,23,OP-016,4,0.0,0.0,1,25.25,Medium,0.9583333333333334,118,63,32,5,14,1,1,15,2,1
2025-10-18,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12851,0,90.9,0.0,Stockpile,7547,17,OP-016,4,0.0,0.0,1,32.75,Medium,0.7083333333333334,118,64,32,5,14,1,4,15,2,1
2025-10-19,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12603,5,170.4,75.1,Workshop,0,0,OP-064,4,20.833333333333336,0.43815635939323216,0,84.03999999999999,Medium,0.0,123,65,32,5,14,2,5,63,2,0
2025-10-20,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12743,11,274.5,68.5,ROM,0,0,OP-021,4,45.83333333333333,0.24863883847549909,0,81.4,Medium,0.0,134,66,32,5,14,2,3,20,2,0
2025-10-21,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12820,4,249.3,90.7,Workshop,0,0,OP-002,4,16.666666666666664,0.362365161805833,0,90.28,Medium,0.0,138,67,32,5,14,2,5,1,2,0
2025-10-22,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,13103,8,194.6,97.5,Pit C,0,0,OP-038,4,33.33333333333333,0.49846625766871167,0,93.0,Medium,0.0,146,68,32,5,14,2,2,37,2,0
2025-10-23,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,12980,8,104.5,83.4,Pit B,0,0,OP-061,4,33.33333333333333,0.7905213270142181,0,87.36000000000001,Medium,0.0,154,69,32,5,14,2,1,60,2,0
2025-10-24,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,13063,15,159.5,80.5,Stockpile,0,0,OP-068,4,62.5,0.5015576323987538,0,86.2,Medium,0.0,169,70,32,5,14,2,4,67,2,0
2025-10-25,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,13503,16,129.0,85.2,Stockpile,0,0,OP-026,4,66.66666666666666,0.6553846153846155,0,88.08000000000001,Medium,0.0,185,71,32,5,14,2,4,25,2,0
2025-10-26,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,13739,0,215.9,0.0,ROM,7929,20,OP-016,4,0.0,0.0,1,29.0,Medium,0.8333333333333334,185,72,32,5,14,1,3,15,2,1
2025-10-27,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,13251,5,278.3,91.1,Pit C,0,0,OP-024,4,20.833333333333336,0.326172574292875,0,90.44,Medium,0.0,190,73,32,5,14,2,2,23,2,0
2025-10-28,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,13119,11,166.5,87.0,Stockpile,0,0,OP-050,4,45.83333333333333,0.5194029850746269,0,88.80000000000001,Medium,0.0,201,74,32,5,14,2,4,49,2,0
2025-10-29,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,13433,11,64.4,80.8,Workshop,0,0,OP-018,4,45.83333333333333,1.2354740061162077,0,86.32,Medium,0.0,212,75,32,5,14,2,5,17,2,0
2025-10-30,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,13375,4,215.9,82.2,Pit B,0,0,OP-005,4,16.666666666666664,0.3789764868603043,0,86.88,Medium,0.0,216,76,32,5,14,2,1,4,2,0
2025-10-31,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12930,0,53.3,0.0,Pit A,2804,20,OP-016,4,0.0,0.0,1,29.0,Medium,0.8333333333333334,216,77,32,5,14,1,0,15,2,1
2025-11-01,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,13799,0,249.6,0.0,Pit A,3505,6,OP-016,4,0.0,0.0,1,46.5,Medium,0.25,216,78,32,5,14,1,0,15,2,1
2025-11-02,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,13505,0,103.0,0.0,Pit C,4676,5,OP-016,4,0.0,0.0,1,47.75,Medium,0.20833333333333334,216,79,32,5,14,1,2,15,2,1
2025-11-03,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,13843,0,293.0,0.0,Workshop,9081,18,OP-016,4,0.0,0.0,1,31.5,Medium,0.75,216,80,32,5,14,1,5,15,2,1
2025-11-04,EQ-033,Wheel Loader,LiuGong CLG888,2021,Maintenance,12893,0,193.7,0.0,Pit B,5021,18,OP-016,4,0.0,0.0,1,31.5,Medium,0.75,216,81,32,5,14,1,1,15,2,1
2025-11-05,EQ-033,Wheel Loader,LiuGong CLG888,2021,Operational,13559,14,133.1,85.8,Workshop,0,0,OP-053,4,58.333333333333336,0.639821029082774,0,88.32,Medium,0.0,230,82,32,5,14,2,5,52,2,0
2025-11-06,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12747,0,299.2,0.0,ROM,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,230,83,32,5,14,3,3,15,2,0
2025-11-07,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,13427,0,205.6,0.0,Stockpile,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,230,84,32,5,14,3,4,15,2,0
2025-11-08,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,12763,0,286.1,0.0,Pit B,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,230,85,32,5,14,3,1,15,2,0
2025-11-09,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,13889,0,62.3,0.0,Stockpile,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,230,86,32,5,14,3,4,15,2,0
2025-11-10,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,13475,0,122.5,0.0,Pit B,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,230,87,32,5,14,3,1,15,2,0
2025-11-11,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,13843,0,283.4,0.0,Stockpile,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,230,88,32,5,14,3,4,15,2,0
2025-11-12,EQ-033,Wheel Loader,LiuGong CLG888,2021,Standby,14041,0,84.8,0.0,Pit C,0,0,OP-016,4,0.0,0.0,0,54.0,Medium,0.0,230,89,32,5,14,3,2,15,2,0
2025-08-15,EQ-034,Wheel Loader,Volvo L350,2017,Breakdown,7842,0,79.8,0.0,Stockpile,0,1,OP-016,8,0.0,0.0,0,46.75,Low,0.041666666666666664,0,0,33,5,18,0,4,15,1,1
2025-08-16,EQ-034,Wheel Loader,Volvo L350,2017,Operational,7850,7,152.1,84.2,Stockpile,0,0,OP-068,8,29.166666666666668,0.549967341606793,0,81.68,Low,0.0,7,1,33,5,18,2,4,67,1,0
2025-08-17,EQ-034,Wheel Loader,Volvo L350,2017,Operational,7884,3,267.9,75.0,Workshop,0,0,OP-074,8,12.5,0.2789140944589067,0,78.0,Low,0.0,10,2,33,5,18,2,5,73,1,0
2025-08-18,EQ-034,Wheel Loader,Volvo L350,2017,Maintenance,7887,0,288.5,0.0,Pit A,5036,13,OP-016,8,0.0,0.0,1,31.75,Low,0.5416666666666666,10,3,33,5,18,1,0,15,1,1
2025-08-19,EQ-034,Wheel Loader,Volvo L350,2017,Maintenance,7898,0,241.6,0.0,Workshop,5817,1,OP-016,8,0.0,0.0,0,46.75,Low,0.041666666666666664,10,4,33,5,18,1,5,15,1,1
2025-08-20,EQ-034,Wheel Loader,Volvo L350,2017,Operational,7947,3,149.7,92.6,Pit A,0,0,OP-041,8,12.5,0.6144658261446583,0,85.03999999999999,Low,0.0,13,5,33,5,18,2,0,40,1,0
2025-08-21,EQ-034,Wheel Loader,Volvo L350,2017,Operational,7896,16,96.3,70.4,ROM,0,0,OP-036,8,66.66666666666666,0.7235354573484071,0,76.16,Low,0.0,29,6,33,5,18,2,3,35,1,0
2025-08-22,EQ-034,Wheel Loader,Volvo L350,2017,Breakdown,7926,0,198.7,0.0,Pit A,0,15,OP-016,8,0.0,0.0,1,29.25,Low,0.625,29,7,33,5,18,0,0,15,1,1
2025-08-23,EQ-034,Wheel Loader,Volvo L350,2017,Breakdown,7946,0,294.8,0.0,ROM,0,10,OP-016,8,0.0,0.0,1,35.5,Low,0.4166666666666667,29,8,33,5,18,0,3,15,1,1
2025-08-24,EQ-034,Wheel Loader,Volvo L350,2017,Breakdown,8013,0,237.9,0.0,Pit C,0,12,OP-016,8,0.0,0.0,1,33.0,Low,0.5,29,9,33,5,18,0,2,15,1,1
2025-08-25,EQ-034,Wheel Loader,Volvo L350,2017,Breakdown,7942,0,197.6,0.0,Stockpile,0,0,OP-016,8,0.0,0.0,0,48.0,Low,0.0,29,10,33,5,18,0,4,15,1,1
2025-08-26,EQ-034,Wheel Loader,Volvo L350,2017,Operational,8040,10,250.0,65.3,Pit B,0,0,OP-037,8,41.66666666666667,0.26015936254980077,0,74.12,Low,0.0,39,11,33,5,18,2,1,36,1,0
2025-08-27,EQ-034,Wheel Loader,Volvo L350,2017,Operational,8022,11,270.7,65.4,ROM,0,0,OP-015,8,45.83333333333333,0.24070666175929337,0,74.16,Low,0.0,50,12,33,5,18,2,3,14,1,0
2025-08-28,EQ-034,Wheel Loader,Volvo L350,2017,Operational,7972,13,129.9,89.7,Pit C,0,0,OP-087,8,54.166666666666664,0.6852559205500381,0,83.88,Low,0.0,63,13,33,5,18,2,2,86,1,0
2025-08-29,EQ-034,Wheel Loader,Volvo L350,2017,Operational,8164,10,87.6,68.5,Workshop,0,0,OP-061,8,41.66666666666667,0.7731376975169301,0,75.4,Low,0.0,73,14,33,5,18,2,5,60,1,0
2025-08-30,EQ-034,Wheel Loader,Volvo L350,2017,Operational,8052,9,171.7,91.5,Stockpile,0,0,OP-040,8,37.5,0.5298204979733643,0,84.6,Low,0.0,82,15,33,5,18,2,4,39,1,0
2025-08-31,EQ-034,Wheel Loader,Volvo L350,2017,Operational,8178,3,135.9,97.0,Stockpile,0,0,OP-084,8,12.5,0.7085463842220598,0,86.80000000000001,Low,0.0,85,16,33,5,18,2,4,83,1,0
2025-09-01,EQ-034,Wheel Loader,Volvo L350,2017,Standby,8080,0,276.4,0.0,Workshop,0,0,OP-016,8,0.0,0.0,0,48.0,Low,0.0,85,17,33,5,18,3,5,15,1,0
2025-09-02,EQ-034,Wheel Loader,Volvo L350,2017,Standby,8238,0,221.5,0.0,Pit A,0,0,OP-016,8,0.0,0.0,0,48.0,Low,0.0,85,18,33,5,18,3,0,15,1,0
2025-09-03,EQ-034,Wheel Loader,Volvo L350,2017,Standby,8241,0,188.0,0.0,ROM,0,0,OP-016,8,0.0,0.0,0,48.0,Low,0.0,85,19,33,5,18,3,3,15,1,0
2025-09-04,EQ-034,Wheel Loader,Volvo L350,2017,Standby,8302,0,259.6,0.0,Pit B,0,0,OP-016,8,0.0,0.0,0,48.0,Low,0.0,85,20,33,5,18,3,1,15,1,0
2025-09-05,EQ-034,Wheel Loader,Volvo L350,2017,Standby,8241,0,191.3,0.0,Stockpile,0,0,OP-016,8,0.0,0.0,0,48.0,Low,0.0,85,21,33,5,18,3,4,15,1,0
2025-09-06,EQ-034,Wheel Loader,Volvo L350,2017,Standby,8106,0,206.5,0.0,Workshop,0,0,OP-016,8,0.0,0.0,0,48.0,Low,0.0,85,22,33,5,18,3,5,15,1,0
2025-09-07,EQ-034,Wheel Loader,Volvo L350,2017,Standby,8141,0,92.2,0.0,Pit B,0,0,OP-016,8,0.0,0.0,0,48.0,Low,0.0,85,23,33,5,18,3,1,15,1,0
2025-09-08,EQ-034,Wheel Loader,Volvo L350,2017,Standby,8226,0,120.9,0.0,Pit C,0,0,OP-016,8,0.0,0.0,0,48.0,Low,0.0,85,24,33,5,18,3,2,15,1,0
2025-09-09,EQ-034,Wheel Loader,Volvo L350,2017,Standby,8117,0,267.4,0.0,ROM,0,0,OP-016,8,0.0,0.0,0,48.0,Low,0.0,85,25,33,5,18,3,3,15,1,0
2025-09-10,EQ-034,Wheel Loader,Volvo L350,2017,Standby,8362,0,120.4,0.0,Stockpile,0,0,OP-016,8,0.0,0.0,0,48.0,Low,0.0,85,26,33,5,18,3,4,15,1,0
2025-09-11,EQ-034,Wheel Loader,Volvo L350,2017,Breakdown,8382,0,168.8,0.0,Pit C,0,17,OP-016,8,0.0,0.0,1,26.75,Low,0.7083333333333334,85,27,33,5,18,0,2,15,1,1
2025-09-12,EQ-034,Wheel Loader,Volvo L350,2017,Breakdown,8178,0,88.1,0.0,Pit C,0,12,OP-016,8,0.0,0.0,1,33.0,Low,0.5,85,28,33,5,18,0,2,15,1,1
2025-09-13,EQ-034,Wheel Loader,Volvo L350,2017,Breakdown,8335,0,73.6,0.0,Workshop,0,20,OP-016,8,0.0,0.0,1,23.0,Low,0.8333333333333334,85,29,33,5,18,0,5,15,1,1
2025-09-14,EQ-034,Wheel Loader,Volvo L350,2017,Breakdown,8472,0,127.7,0.0,Pit C,0,23,OP-016,8,0.0,0.0,1,19.25,Low,0.9583333333333334,85,30,33,5,18,0,2,15,1,1
2025-09-15,EQ-034,Wheel Loader,Volvo L350,2017,Breakdown,8462,0,54.9,0.0,Workshop,0,8,OP-016,8,0.0,0.0,1,38.0,Low,0.3333333333333333,85,31,33,5,18,0,5,15,1,1
